航班ID,日期,国际/国内,航班号,起飞机场,降落机场,起飞时间,降落时间,飞机ID,机型,旅客数,联程旅客数,座位数,重要系数
1776,2017/5/7,国内,398,67,52,2017/5/7 16:35,2017/5/7 18:50,32,1,63,25,119,1.0 
1777,2017/5/5,国内,404,67,32,2017/5/5 13:05,2017/5/5 14:35,111,2,93,53,161,1.0 
1778,2017/5/5,国内,404,32,61,2017/5/5 15:30,2017/5/5 16:55,111,2,105,53,161,1.0 
1779,2017/5/5,国内,403,61,32,2017/5/5 7:45,2017/5/5 9:20,111,2,109,50,161,1.0 
1780,2017/5/6,国内,403,61,32,2017/5/6 7:45,2017/5/6 9:20,82,2,91,50,161,1.0 
1781,2017/5/7,国内,403,61,32,2017/5/7 7:45,2017/5/7 9:20,52,2,26,48,161,1.0 
1782,2017/5/8,国内,403,61,32,2017/5/8 7:45,2017/5/8 9:20,79,2,55,50,161,1.0 
1783,2017/5/5,国内,411,68,50,2017/5/5 21:10,2017/5/5 23:25,33,1,106,0,119,1.0 
1784,2017/5/5,国内,426,61,62,2017/5/5 19:30,2017/5/5 21:00,96,2,130,0,161,1.0 
1785,2017/5/6,国内,426,61,62,2017/5/6 19:30,2017/5/6 21:00,86,2,63,0,155,1.0 
1786,2017/5/7,国内,426,61,62,2017/5/7 19:30,2017/5/7 21:00,51,2,76,0,161,1.0 
1787,2017/5/8,国内,426,61,62,2017/5/8 19:30,2017/5/8 21:00,81,2,43,0,161,1.0 
1788,2017/5/6,国内,437,60,52,2017/5/6 17:10,2017/5/6 18:55,116,2,77,36,161,1.0 
1789,2017/5/6,国内,437,52,61,2017/5/6 20:10,2017/5/6 21:30,116,2,92,36,161,1.0 
1790,2017/5/5,国内,437,60,52,2017/5/5 17:10,2017/5/5 18:55,110,2,134,32,161,1.0 
1791,2017/5/8,国内,437,60,52,2017/5/8 17:10,2017/5/8 18:55,91,2,103,11,155,1.0 
1792,2017/5/6,国内,427,62,61,2017/5/6 22:00,2017/5/6 23:40,86,2,56,0,155,1.0 
1793,2017/5/7,国内,427,62,61,2017/5/7 22:00,2017/5/7 23:40,51,2,97,0,161,1.0 
1794,2017/5/5,国内,437,52,61,2017/5/5 20:10,2017/5/5 21:30,110,2,96,32,161,1.0 
1795,2017/5/8,国内,437,52,61,2017/5/8 20:10,2017/5/8 21:30,91,2,120,11,155,1.0 
1796,2017/5/7,国内,437,60,52,2017/5/7 17:10,2017/5/7 18:55,110,2,78,22,161,1.0 
1797,2017/5/5,国内,427,62,61,2017/5/5 22:00,2017/5/5 23:40,96,2,152,0,161,1.0 
1798,2017/5/8,国内,427,62,61,2017/5/8 22:00,2017/5/8 23:40,81,2,39,0,161,1.0 
1799,2017/5/7,国内,437,52,61,2017/5/7 20:10,2017/5/7 21:30,110,2,98,22,161,1.0 
1800,2017/5/5,国内,436,61,52,2017/5/5 10:30,2017/5/5 11:55,116,2,100,48,161,1.0 
1801,2017/5/6,国内,436,61,52,2017/5/6 10:30,2017/5/6 11:55,110,2,109,39,161,1.0 
1802,2017/5/7,国内,436,61,52,2017/5/7 10:30,2017/5/7 11:55,91,2,58,27,155,1.0 
1803,2017/5/8,国内,436,61,52,2017/5/8 10:30,2017/5/8 11:55,106,2,76,15,161,1.0 
1804,2017/5/5,国内,436,52,60,2017/5/5 13:10,2017/5/5 15:05,116,2,107,48,161,1.0 
1805,2017/5/6,国内,436,52,60,2017/5/6 13:10,2017/5/6 15:05,110,2,89,39,161,1.0 
1806,2017/5/7,国内,436,52,60,2017/5/7 13:10,2017/5/7 15:05,91,2,56,27,155,1.0 
1807,2017/5/8,国内,436,52,60,2017/5/8 13:10,2017/5/8 15:05,106,2,107,15,161,1.0 
1808,2017/5/5,国内,463,49,54,2017/5/5 9:00,2017/5/5 11:15,95,2,67,0,155,1.0 
1809,2017/5/6,国内,463,49,54,2017/5/6 9:00,2017/5/6 11:15,36,2,85,0,161,1.0 
1810,2017/5/7,国内,463,49,54,2017/5/7 9:00,2017/5/7 11:15,74,2,104,0,161,1.0 
1811,2017/5/5,国内,469,61,62,2017/5/5 12:30,2017/5/5 14:10,100,2,151,0,161,1.0 
1812,2017/5/6,国内,469,61,62,2017/5/6 12:30,2017/5/6 14:10,51,2,99,0,161,1.0 
1813,2017/5/7,国内,469,61,62,2017/5/7 12:30,2017/5/7 14:10,51,2,52,0,161,1.0 
1814,2017/5/8,国内,469,61,62,2017/5/8 12:30,2017/5/8 14:10,85,2,44,0,155,1.0 
1815,2017/5/8,国内,463,49,54,2017/5/8 8:55,2017/5/8 11:15,77,2,99,0,155,1.0 
1816,2017/5/5,国内,464,54,49,2017/5/5 12:00,2017/5/5 14:25,95,2,99,0,155,1.0 
1817,2017/5/7,国内,464,54,49,2017/5/7 12:00,2017/5/7 14:25,74,2,101,0,161,1.0 
1818,2017/5/8,国内,464,54,49,2017/5/8 12:00,2017/5/8 14:25,77,2,115,0,155,1.0 
1819,2017/5/5,国内,470,62,61,2017/5/5 15:15,2017/5/5 16:55,100,2,138,0,161,1.0 
1820,2017/5/8,国内,470,62,61,2017/5/8 15:15,2017/5/8 16:55,85,2,70,0,155,1.0 
1821,2017/5/6,国内,464,54,49,2017/5/6 12:00,2017/5/6 14:25,36,2,127,0,161,1.0 
1822,2017/5/6,国内,470,62,61,2017/5/6 15:15,2017/5/6 16:55,51,2,86,0,161,1.0 
1823,2017/5/7,国内,470,62,61,2017/5/7 15:15,2017/5/7 16:55,51,2,72,0,161,1.0 
1824,2017/5/5,国内,476,68,50,2017/5/5 18:25,2017/5/5 20:35,31,1,95,7,119,1.0 
1825,2017/5/6,国内,482,35,61,2017/5/6 22:45,2017/5/6 23:55,52,2,27,86,161,1.0 
1826,2017/5/5,国内,482,48,35,2017/5/5 20:10,2017/5/5 22:00,79,2,31,90,161,1.0 
1827,2017/5/5,国内,482,35,61,2017/5/5 22:45,2017/5/5 23:55,79,2,19,90,161,1.0 
1828,2017/5/5,国内,481,61,35,2017/5/5 15:10,2017/5/5 16:20,79,2,59,106,161,1.0 
1829,2017/5/6,国内,481,61,35,2017/5/6 15:10,2017/5/6 16:20,52,2,61,77,161,1.0 
1830,2017/5/7,国内,481,61,35,2017/5/7 15:10,2017/5/7 16:20,62,2,28,44,161,1.0 
1831,2017/5/7,国内,476,47,68,2017/5/7 16:05,2017/5/7 17:35,31,1,49,11,119,1.0 
1832,2017/5/7,国内,476,68,50,2017/5/7 18:25,2017/5/7 20:35,31,1,64,11,119,1.0 
1833,2017/5/5,国内,481,35,48,2017/5/5 17:05,2017/5/5 19:05,79,2,42,106,161,1.0 
1834,2017/5/6,国内,481,35,48,2017/5/6 17:05,2017/5/6 19:05,52,2,56,77,161,1.0 
1835,2017/5/7,国内,481,35,48,2017/5/7 17:05,2017/5/7 19:05,62,2,79,44,161,1.0 
1836,2017/5/6,国内,478,61,67,2017/5/6 20:05,2017/5/6 22:45,96,2,96,0,161,1.0 
1837,2017/5/7,国内,478,61,67,2017/5/7 20:05,2017/5/7 22:45,17,2,90,0,161,1.0 
1838,2017/5/8,国内,475,50,68,2017/5/8 10:25,2017/5/8 12:55,40,1,44,12,119,1.0 
1839,2017/5/5,国内,478,61,67,2017/5/5 20:05,2017/5/5 22:45,65,2,153,0,161,1.0 
1840,2017/5/8,国内,478,61,67,2017/5/8 20:05,2017/5/8 22:45,85,2,72,0,155,1.0 
1841,2017/5/8,国内,475,68,47,2017/5/8 13:40,2017/5/8 15:10,40,1,31,12,119,1.0 
1842,2017/5/6,国内,479,67,61,2017/5/6 20:55,2017/5/6 23:20,62,2,98,0,161,1.0 
1843,2017/5/7,国内,482,48,35,2017/5/7 20:10,2017/5/7 22:00,62,2,8,77,161,1.0 
1844,2017/5/6,国内,475,50,68,2017/5/6 10:25,2017/5/6 12:55,31,1,66,16,119,1.0 
1845,2017/5/6,国内,475,68,47,2017/5/6 13:40,2017/5/6 15:10,31,1,102,16,119,1.0 
1846,2017/5/7,国内,479,67,61,2017/5/7 20:55,2017/5/7 23:20,81,2,116,0,161,1.0 
1847,2017/5/7,国内,482,35,61,2017/5/7 22:45,2017/5/7 23:55,62,2,29,77,161,1.0 
1848,2017/5/5,国内,476,47,68,2017/5/5 16:05,2017/5/5 17:35,31,1,93,7,119,1.0 
1849,2017/5/5,国内,479,67,61,2017/5/5 20:55,2017/5/5 23:20,82,2,144,0,161,1.0 
1850,2017/5/8,国内,479,67,61,2017/5/8 20:55,2017/5/8 23:20,37,2,78,0,161,1.0 
1851,2017/5/6,国内,482,48,35,2017/5/6 20:10,2017/5/6 22:00,52,2,48,86,161,1.0 
1852,2017/5/5,国内,487,49,33,2017/5/5 18:50,2017/5/5 20:30,130,2,142,0,183,1.0 
1853,2017/5/6,国内,487,49,33,2017/5/6 18:50,2017/5/6 20:30,77,2,128,0,155,1.0 
1854,2017/5/7,国内,487,49,33,2017/5/7 18:50,2017/5/7 20:30,125,2,125,0,183,1.0 
1855,2017/5/8,国内,487,49,33,2017/5/8 18:50,2017/5/8 20:30,133,2,143,0,183,1.0 
1856,2017/5/5,国内,488,33,49,2017/5/5 21:20,2017/5/5 22:55,130,2,155,0,183,1.0 
1857,2017/5/7,国内,488,33,49,2017/5/7 21:20,2017/5/7 22:55,125,2,149,0,183,1.0 
1858,2017/5/8,国内,488,33,49,2017/5/8 21:20,2017/5/8 22:55,133,2,117,0,183,1.0 
1859,2017/5/6,国内,488,33,49,2017/5/6 21:20,2017/5/6 22:55,77,2,130,0,155,1.0 
1860,2017/5/5,国内,200,46,27,2017/5/5 21:05,2017/5/5 23:00,102,2,154,0,161,1.0 
1861,2017/5/7,国内,200,46,27,2017/5/7 21:05,2017/5/7 23:00,97,2,109,0,161,1.0 
1862,2017/5/5,国内,301,27,36,2017/5/5 17:45,2017/5/5 21:05,61,2,146,0,161,1.0 
1863,2017/5/6,国内,301,27,36,2017/5/6 17:45,2017/5/6 21:05,102,2,89,0,161,1.0 
1864,2017/5/7,国内,301,27,36,2017/5/7 17:45,2017/5/7 21:05,82,2,93,0,161,1.0 
1865,2017/5/8,国内,301,27,36,2017/5/8 17:45,2017/5/8 21:05,52,2,59,0,161,1.0 
1866,2017/5/5,国内,201,49,38,2017/5/5 13:15,2017/5/5 14:55,128,2,77,70,183,1.0 
1867,2017/5/6,国内,201,49,38,2017/5/6 13:15,2017/5/6 14:55,59,2,76,18,161,1.0 
1868,2017/5/7,国内,201,49,38,2017/5/7 13:15,2017/5/7 14:55,121,2,82,10,183,1.0 
1869,2017/5/5,国内,201,38,44,2017/5/5 15:55,2017/5/5 18:00,128,2,100,70,183,1.0 
1870,2017/5/6,国内,201,38,44,2017/5/6 15:55,2017/5/6 18:00,59,2,113,18,161,1.0 
1871,2017/5/7,国内,201,38,44,2017/5/7 15:55,2017/5/7 18:00,121,2,95,10,183,1.0 
1872,2017/5/5,国内,303,36,27,2017/5/5 20:15,2017/5/5 23:20,89,2,141,0,155,1.0 
1873,2017/5/8,国内,303,36,27,2017/5/8 20:15,2017/5/8 23:20,66,2,54,0,161,1.0 
1874,2017/5/5,国内,307,31,61,2017/5/5 11:55,2017/5/5 13:10,51,2,161,0,161,1.0 
1875,2017/5/6,国内,307,31,61,2017/5/6 11:55,2017/5/6 13:10,52,2,154,0,161,1.0 
1876,2017/5/7,国内,307,31,61,2017/5/7 11:55,2017/5/7 13:10,62,2,90,0,161,1.0 
1877,2017/5/8,国内,307,31,61,2017/5/8 11:55,2017/5/8 13:10,62,2,54,0,161,1.0 
1878,2017/5/5,国内,304,52,31,2017/5/5 9:10,2017/5/5 11:20,34,2,119,0,161,1.0 
1879,2017/5/6,国内,304,52,31,2017/5/6 9:10,2017/5/6 11:20,75,2,51,0,161,1.0 
1880,2017/5/7,国内,304,52,31,2017/5/7 9:10,2017/5/7 11:20,88,2,73,0,155,1.0 
1881,2017/5/8,国内,304,52,31,2017/5/8 9:10,2017/5/8 11:20,60,2,87,0,161,1.0 
1882,2017/5/5,国内,313,25,42,2017/5/5 6:55,2017/5/5 11:20,5,2,177,0,183,1.0 
1883,2017/5/6,国内,313,25,42,2017/5/6 6:55,2017/5/6 11:20,133,2,156,0,183,1.0 
1884,2017/5/7,国内,313,25,42,2017/5/7 6:55,2017/5/7 11:20,132,2,114,0,183,1.0 
1885,2017/5/8,国内,313,25,42,2017/5/8 6:55,2017/5/8 11:20,133,2,86,0,183,1.0 
1886,2017/5/5,国内,310,36,67,2017/5/5 17:40,2017/5/5 19:55,83,2,154,0,161,1.0 
1887,2017/5/5,国内,308,67,36,2017/5/5 8:20,2017/5/5 10:30,117,2,144,0,161,1.0 
1888,2017/5/6,国内,308,67,36,2017/5/6 8:20,2017/5/6 10:30,65,2,111,0,161,1.0 
1889,2017/5/7,国内,308,67,36,2017/5/7 8:20,2017/5/7 10:30,96,2,67,0,161,1.0 
1890,2017/5/8,国内,308,67,36,2017/5/8 8:20,2017/5/8 10:30,65,2,68,0,161,1.0 
1891,2017/5/6,国内,310,36,67,2017/5/6 17:40,2017/5/6 19:55,73,2,82,0,161,1.0 
1892,2017/5/7,国内,310,36,67,2017/5/7 17:40,2017/5/7 19:55,38,2,43,0,161,1.0 
1893,2017/5/8,国内,310,36,67,2017/5/8 17:40,2017/5/8 19:55,39,2,48,0,161,1.0 
1894,2017/5/5,国内,314,42,25,2017/5/5 20:25,2017/5/6 0:10,133,2,155,0,183,1.0 
1895,2017/5/6,国内,314,42,25,2017/5/6 20:25,2017/5/7 0:10,132,2,150,0,183,1.0 
1896,2017/5/7,国内,314,42,25,2017/5/7 20:25,2017/5/8 0:10,133,2,131,0,183,1.0 
1897,2017/5/8,国内,314,42,25,2017/5/8 20:25,2017/5/9 0:10,1,2,135,0,183,1.0 
1898,2017/5/6,国内,305,31,52,2017/5/6 12:35,2017/5/6 14:45,75,2,38,0,161,1.0 
1899,2017/5/7,国内,305,31,52,2017/5/7 12:35,2017/5/7 14:45,88,2,95,0,155,1.0 
1900,2017/5/8,国内,305,31,52,2017/5/8 12:35,2017/5/8 14:45,60,2,59,0,161,1.0 
1901,2017/5/5,国内,305,31,52,2017/5/5 12:35,2017/5/5 14:45,34,2,146,0,161,1.0 
1902,2017/5/5,国内,306,61,31,2017/5/5 9:30,2017/5/5 10:55,51,2,98,0,161,1.0 
1903,2017/5/6,国内,306,61,31,2017/5/6 9:30,2017/5/6 10:55,52,2,69,0,161,1.0 
1904,2017/5/7,国内,306,61,31,2017/5/7 9:30,2017/5/7 10:55,62,2,35,0,161,1.0 
1905,2017/5/8,国内,306,61,31,2017/5/8 9:30,2017/5/8 10:55,62,2,34,0,161,1.0 
1906,2017/5/6,国内,303,36,27,2017/5/6 20:15,2017/5/6 23:20,72,2,124,0,161,1.0 
1907,2017/5/7,国内,303,36,27,2017/5/7 20:15,2017/5/7 23:20,76,2,71,0,161,1.0 
1908,2017/5/5,国内,23,52,77,2017/5/5 20:00,2017/5/5 23:15,1,2,85,92,183,1.0 
1909,2017/5/7,国内,23,52,77,2017/5/7 20:00,2017/5/7 23:15,1,2,36,89,183,1.0 
1910,2017/5/8,国内,23,52,77,2017/5/8 20:00,2017/5/8 23:15,132,2,25,81,183,1.0 
1911,2017/5/5,国内,23,41,52,2017/5/5 16:25,2017/5/5 18:55,1,2,69,92,183,1.0 
1912,2017/5/7,国内,23,41,52,2017/5/7 16:25,2017/5/7 18:55,1,2,62,89,183,1.0 
1913,2017/5/8,国内,23,41,52,2017/5/8 16:25,2017/5/8 18:55,132,2,6,81,183,1.0 
1914,2017/5/5,国内,26,52,32,2017/5/5 17:30,2017/5/5 19:25,123,2,92,36,183,1.0 
1915,2017/5/6,国内,26,52,32,2017/5/6 17:30,2017/5/6 19:25,53,2,44,47,161,1.0 
1916,2017/5/7,国内,26,52,32,2017/5/7 17:30,2017/5/7 19:25,122,2,58,75,183,1.0 
1917,2017/5/8,国内,26,52,32,2017/5/8 17:30,2017/5/8 19:25,126,2,76,39,183,1.0 
1918,2017/5/5,国内,25,32,52,2017/5/5 9:20,2017/5/5 10:50,122,2,119,26,183,1.0 
1919,2017/5/7,国内,25,32,52,2017/5/7 9:20,2017/5/7 10:50,53,2,47,48,161,1.0 
1920,2017/5/5,国内,25,52,79,2017/5/5 11:50,2017/5/5 14:40,122,2,147,26,183,1.0 
1921,2017/5/7,国内,25,52,79,2017/5/7 11:50,2017/5/7 14:40,53,2,48,48,161,1.0 
1922,2017/5/5,国内,27,26,77,2017/5/5 15:35,2017/5/5 17:40,119,2,149,32,183,1.0 
1923,2017/5/6,国内,27,26,77,2017/5/6 15:35,2017/5/6 17:40,83,2,97,37,161,1.0 
1924,2017/5/7,国内,27,26,77,2017/5/7 15:35,2017/5/7 17:40,73,2,52,74,161,1.0 
1925,2017/5/8,国内,27,26,77,2017/5/8 15:35,2017/5/8 17:40,9,2,80,7,161,1.0 
1926,2017/5/5,国内,27,67,26,2017/5/5 12:15,2017/5/5 14:45,119,2,125,32,183,1.0 
1927,2017/5/6,国内,27,67,26,2017/5/6 12:15,2017/5/6 14:45,83,2,95,37,161,1.0 
1928,2017/5/7,国内,27,67,26,2017/5/7 12:15,2017/5/7 14:45,73,2,59,74,161,1.0 
1929,2017/5/8,国内,27,67,26,2017/5/8 12:15,2017/5/8 14:45,9,2,103,7,161,1.0 
1930,2017/5/6,国内,25,32,52,2017/5/6 9:20,2017/5/6 10:50,126,2,71,44,183,1.0 
1931,2017/5/8,国内,25,32,52,2017/5/8 9:20,2017/5/8 10:50,122,2,52,43,183,1.0 
1932,2017/5/6,国内,25,52,79,2017/5/6 11:50,2017/5/6 14:40,126,2,93,44,183,1.0 
1933,2017/5/8,国内,25,52,79,2017/5/8 11:50,2017/5/8 14:40,122,2,92,43,183,1.0 
1934,2017/5/5,国内,24,77,52,2017/5/5 7:20,2017/5/5 10:45,1,2,108,36,183,1.0 
1935,2017/5/7,国内,24,77,52,2017/5/7 7:20,2017/5/7 10:45,1,2,124,20,183,1.0 
1936,2017/5/8,国内,24,77,52,2017/5/8 7:20,2017/5/8 10:45,132,2,89,12,183,1.0 
1937,2017/5/5,国内,28,77,26,2017/5/5 13:30,2017/5/5 15:45,82,2,101,46,161,1.0 
1938,2017/5/6,国内,28,77,26,2017/5/6 13:30,2017/5/6 15:45,62,2,109,26,161,1.0 
1939,2017/5/7,国内,28,77,26,2017/5/7 13:30,2017/5/7 15:45,81,2,94,34,161,1.0 
1940,2017/5/8,国内,28,77,26,2017/5/8 13:30,2017/5/8 15:45,37,2,76,5,161,1.0 
1941,2017/5/5,国内,26,79,52,2017/5/5 13:35,2017/5/5 16:15,123,2,109,36,183,1.0 
1942,2017/5/6,国内,26,79,52,2017/5/6 13:35,2017/5/6 16:15,53,2,62,47,161,1.0 
1943,2017/5/7,国内,26,79,52,2017/5/7 13:35,2017/5/7 16:15,122,2,40,75,183,1.0 
1944,2017/5/8,国内,26,79,52,2017/5/8 13:35,2017/5/8 16:15,126,2,74,39,183,1.0 
1945,2017/5/5,国内,24,52,41,2017/5/5 12:35,2017/5/5 15:25,1,2,67,36,183,1.0 
1946,2017/5/7,国内,24,52,41,2017/5/7 12:35,2017/5/7 15:25,1,2,82,20,183,1.0 
1947,2017/5/8,国内,24,52,41,2017/5/8 12:35,2017/5/8 15:25,132,2,70,12,183,1.0 
1948,2017/5/5,国内,28,26,67,2017/5/5 17:00,2017/5/5 19:20,82,2,102,46,161,1.0 
1949,2017/5/6,国内,28,26,67,2017/5/6 17:00,2017/5/6 19:20,62,2,91,26,161,1.0 
1950,2017/5/7,国内,28,26,67,2017/5/7 17:00,2017/5/7 19:20,81,2,89,34,161,1.0 
1951,2017/5/8,国内,28,26,67,2017/5/8 17:00,2017/5/8 19:20,37,2,73,5,161,1.0 
1952,2017/5/5,国内,36,57,78,2017/5/5 10:25,2017/5/5 12:05,84,2,100,36,161,1.0 
1953,2017/5/6,国内,36,57,78,2017/5/6 10:25,2017/5/6 12:05,84,2,80,59,161,1.0 
1954,2017/5/7,国内,36,57,78,2017/5/7 10:25,2017/5/7 12:05,9,2,68,89,161,1.0 
1955,2017/5/8,国内,36,57,78,2017/5/8 10:25,2017/5/8 12:05,38,2,76,48,161,1.0 
1956,2017/5/5,国内,38,27,77,2017/5/5 12:45,2017/5/5 15:00,131,2,97,76,183,1.0 
1957,2017/5/6,国内,38,27,77,2017/5/6 12:45,2017/5/6 15:00,123,2,106,44,183,1.0 
1958,2017/5/7,国内,38,27,77,2017/5/7 12:45,2017/5/7 15:00,123,2,61,71,183,1.0 
1959,2017/5/8,国内,38,27,77,2017/5/8 12:45,2017/5/8 15:00,123,2,21,71,183,1.0 
1960,2017/5/7,国内,35,76,27,2017/5/7 17:10,2017/5/7 18:50,66,2,81,8,161,1.0 
1961,2017/5/7,国内,35,27,50,2017/5/7 20:00,2017/5/7 22:45,66,2,114,8,161,1.0 
1962,2017/5/5,国内,37,78,57,2017/5/5 12:55,2017/5/5 14:35,84,2,102,44,161,1.0 
1963,2017/5/6,国内,37,78,57,2017/5/6 12:55,2017/5/6 14:35,84,2,68,64,161,1.0 
1964,2017/5/7,国内,37,78,57,2017/5/7 12:55,2017/5/7 14:35,9,2,83,29,161,1.0 
1965,2017/5/8,国内,37,78,57,2017/5/8 12:55,2017/5/8 14:35,38,2,72,44,161,1.0 
1966,2017/5/5,国内,35,76,27,2017/5/5 17:10,2017/5/5 18:50,74,2,145,15,161,1.0 
1967,2017/5/8,国内,35,76,27,2017/5/8 17:10,2017/5/8 18:50,78,2,43,26,155,1.0 
1968,2017/5/5,国内,37,57,32,2017/5/5 15:35,2017/5/5 17:10,84,2,121,44,161,1.0 
1969,2017/5/6,国内,37,57,32,2017/5/6 15:35,2017/5/6 17:10,84,2,73,64,161,1.0 
1970,2017/5/7,国内,37,57,32,2017/5/7 15:35,2017/5/7 17:10,9,2,103,29,161,1.0 
1971,2017/5/8,国内,37,57,32,2017/5/8 15:35,2017/5/8 17:10,38,2,72,44,161,1.0 
1972,2017/5/5,国内,34,50,27,2017/5/5 11:00,2017/5/5 13:40,74,2,109,15,161,1.0 
1973,2017/5/5,国内,35,27,50,2017/5/5 20:00,2017/5/5 22:45,74,2,147,15,161,1.0 
1974,2017/5/8,国内,35,27,50,2017/5/8 20:00,2017/5/8 22:45,78,2,62,26,155,1.0 
1975,2017/5/7,国内,34,50,27,2017/5/7 11:00,2017/5/7 13:40,66,2,108,25,161,1.0 
1976,2017/5/8,国内,34,50,27,2017/5/8 11:00,2017/5/8 13:40,78,2,144,16,155,1.0 
1977,2017/5/5,国内,36,32,57,2017/5/5 7:55,2017/5/5 9:25,84,2,117,36,161,1.0 
1978,2017/5/6,国内,36,32,57,2017/5/6 7:55,2017/5/6 9:25,84,2,94,59,161,1.0 
1979,2017/5/7,国内,36,32,57,2017/5/7 7:55,2017/5/7 9:25,9,2,41,89,161,1.0 
1980,2017/5/8,国内,36,32,57,2017/5/8 7:55,2017/5/8 9:25,38,2,90,48,161,1.0 
1981,2017/5/5,国内,38,32,27,2017/5/5 8:55,2017/5/5 11:10,131,2,78,76,183,1.0 
1982,2017/5/6,国内,38,32,27,2017/5/6 8:55,2017/5/6 11:10,123,2,106,44,183,1.0 
1983,2017/5/7,国内,38,32,27,2017/5/7 8:55,2017/5/7 11:10,123,2,63,71,183,1.0 
1984,2017/5/8,国内,38,32,27,2017/5/8 8:55,2017/5/8 11:10,123,2,60,71,183,1.0 
1985,2017/5/5,国内,34,27,76,2017/5/5 14:40,2017/5/5 16:20,74,2,144,15,161,1.0 
1986,2017/5/7,国内,34,27,76,2017/5/7 14:40,2017/5/7 16:20,66,2,109,25,161,1.0 
1987,2017/5/8,国内,34,27,76,2017/5/8 14:40,2017/5/8 16:20,78,2,47,16,155,1.0 
1988,2017/5/5,国内,40,27,32,2017/5/5 20:05,2017/5/5 22:25,131,2,108,67,183,1.0 
1989,2017/5/6,国内,40,27,32,2017/5/6 20:05,2017/5/6 22:25,123,2,90,67,183,1.0 
1990,2017/5/7,国内,40,27,32,2017/5/7 20:05,2017/5/7 22:25,123,2,88,72,183,1.0 
1991,2017/5/8,国内,40,27,32,2017/5/8 20:05,2017/5/8 22:25,123,2,35,56,183,1.0 
1992,2017/5/5,国内,44,76,52,2017/5/5 17:25,2017/5/5 20:30,121,2,112,66,183,1.0 
1993,2017/5/6,国内,44,76,52,2017/5/6 17:25,2017/5/6 20:30,125,2,69,62,183,1.0 
1994,2017/5/7,国内,44,76,52,2017/5/7 17:25,2017/5/7 20:30,128,2,54,73,183,1.0 
1995,2017/5/8,国内,44,76,52,2017/5/8 17:25,2017/5/8 20:30,142,2,44,25,183,1.0 
1996,2017/5/5,国内,43,52,76,2017/5/5 9:35,2017/5/5 12:25,125,2,106,71,183,1.0 
1997,2017/5/6,国内,43,52,76,2017/5/6 9:35,2017/5/6 12:25,121,2,94,83,183,1.0 
1998,2017/5/7,国内,43,52,76,2017/5/7 9:35,2017/5/7 12:25,125,2,56,86,183,1.0 
1999,2017/5/8,国内,43,52,76,2017/5/8 9:35,2017/5/8 12:25,128,2,25,73,183,1.0 
2000,2017/5/5,国内,44,52,36,2017/5/5 21:35,2017/5/5 23:50,121,2,98,66,183,1.0 
2001,2017/5/6,国内,44,52,36,2017/5/6 21:35,2017/5/6 23:50,125,2,43,62,183,1.0 
2002,2017/5/7,国内,44,52,36,2017/5/7 21:35,2017/5/7 23:50,128,2,72,73,183,1.0 
2003,2017/5/8,国内,44,52,36,2017/5/8 21:35,2017/5/8 23:50,142,2,43,25,183,1.0 
2004,2017/5/5,国内,40,77,27,2017/5/5 16:30,2017/5/5 18:35,131,2,117,67,183,1.0 
2005,2017/5/6,国内,40,77,27,2017/5/6 16:30,2017/5/6 18:35,123,2,96,67,183,1.0 
2006,2017/5/7,国内,40,77,27,2017/5/7 16:30,2017/5/7 18:35,123,2,81,72,183,1.0 
2007,2017/5/8,国内,40,77,27,2017/5/8 16:30,2017/5/8 18:35,123,2,57,56,183,1.0 
2008,2017/5/5,国内,43,36,52,2017/5/5 6:35,2017/5/5 8:35,125,2,105,71,183,1.0 
2009,2017/5/6,国内,43,36,52,2017/5/6 6:35,2017/5/6 8:35,121,2,75,83,183,1.0 
2010,2017/5/7,国内,43,36,52,2017/5/7 6:35,2017/5/7 8:35,125,2,44,86,183,1.0 
2011,2017/5/8,国内,43,36,52,2017/5/8 6:35,2017/5/8 8:35,128,2,50,73,183,1.0 
2012,2017/5/7,国内,58,59,78,2017/5/7 12:25,2017/5/7 14:35,79,2,100,36,161,1.0 
2013,2017/5/8,国内,58,59,78,2017/5/8 12:25,2017/5/8 14:35,113,2,97,10,161,1.0 
2014,2017/5/8,国内,59,78,59,2017/5/8 15:25,2017/5/8 17:25,113,2,20,17,161,1.0 
2015,2017/5/7,国内,57,77,37,2017/5/7 14:25,2017/5/7 17:35,47,2,85,63,161,1.0 
2016,2017/5/8,国内,57,77,37,2017/5/8 14:25,2017/5/8 17:35,5,2,90,36,183,1.0 
2017,2017/5/8,国内,59,59,61,2017/5/8 18:30,2017/5/8 20:15,113,2,63,17,161,1.0 
2018,2017/5/7,国内,57,37,50,2017/5/7 18:35,2017/5/7 20:30,47,2,95,63,161,1.0 
2019,2017/5/8,国内,57,37,50,2017/5/8 18:35,2017/5/8 20:30,5,2,65,36,183,1.0 
2020,2017/5/7,国内,59,78,59,2017/5/7 15:25,2017/5/7 17:25,79,2,85,30,161,1.0 
2021,2017/5/5,国内,57,77,37,2017/5/5 14:25,2017/5/5 17:35,142,2,76,97,183,1.0 
2022,2017/5/5,国内,57,37,50,2017/5/5 18:35,2017/5/5 20:30,142,2,82,97,183,1.0 
2023,2017/5/6,国内,57,77,37,2017/5/6 14:25,2017/5/6 17:35,136,2,42,118,183,1.0 
